Date,Article_ID,Country_Code,Sold_Units
20170817,1132,AT,1
20170818,1132,AT,1
20170821,1132,AT,1
20170822,1132,AT,1
20170906,1132,AT,1
20170920,1132,AT,1
20170921,1132,AT,1
20170922,1132,AT,1
20170923,1132,AT,1
20170924,1132,AT,5
20170927,1132,AT,2
20170930,1132,AT,1
20171009,1132,AT,1
20171011,1132,AT,1
20171012,1132,AT,1
20171015,1132,AT,2
20171016,1132,AT,3
20171018,1132,AT,1
20171019,1132,AT,1
20171021,1132,AT,1
20171024,1132,AT,1
20171026,1132,AT,3
20171028,1132,AT,2
20171030,1132,AT,1
20171103,1132,AT,2
20171104,1132,AT,1
20171106,1132,AT,2
20171107,1132,AT,3
20171108,1132,AT,1
20171109,1132,AT,2
20171110,1132,AT,3
20171113,1132,AT,3
20171115,1132,AT,2
20171119,1132,AT,1
20171120,1132,AT,2
20171121,1132,AT,1
20171123,1132,AT,1
20171124,1132,AT,1
20171125,1132,AT,1
20171126,1132,AT,1
20171127,1132,AT,2
20171201,1132,AT,1
20171202,1132,AT,1
20171203,1132,AT,2
20171204,1132,AT,1
20171208,1132,AT,1
20171210,1132,AT,1
20171212,1132,AT,1
20171213,1132,AT,3
20171214,1132,AT,1
20171215,1132,AT,2
20171216,1132,AT,1
20171217,1132,AT,1
20171219,1132,AT,2
20171220,1132,AT,2
20171222,1132,AT,1
20171227,1132,AT,1
20171228,1132,AT,1
20171229,1132,AT,1
20171230,1132,AT,1
20180102,1132,AT,1
20180103,1132,AT,2
20180106,1132,AT,2
20180109,1132,AT,1
20180110,1132,AT,2
20180114,1132,AT,4
20180115,1132,AT,2
20180117,1132,AT,1
20180118,1132,AT,3
20180119,1132,AT,1
20180125,1132,AT,3
20180126,1132,AT,1
20180127,1132,AT,1
20180128,1132,AT,3
20180130,1132,AT,1
20180203,1132,AT,1
20180204,1132,AT,2
20180206,1132,AT,1
20180208,1132,AT,2
20180211,1132,AT,3
20180214,1132,AT,1
20180217,1132,AT,4
20180218,1132,AT,2
20180220,1132,AT,2
20180221,1132,AT,1
20180222,1132,AT,2
20180224,1132,AT,2
20180225,1132,AT,1
20180226,1132,AT,1
20180228,1132,AT,1
20180301,1132,AT,1
20180302,1132,AT,4
20180303,1132,AT,2
20180305,1132,AT,2
20180315,1132,AT,2
20180318,1132,AT,2
20180320,1132,AT,3
20180321,1132,AT,1
20180324,1132,AT,1
20180325,1132,AT,2
20180327,1132,AT,1
20180330,1132,AT,1
20180401,1132,AT,1
20180402,1132,AT,2
20180404,1132,AT,1
20180405,1132,AT,3
20180407,1132,AT,1
20180410,1132,AT,1
20180411,1132,AT,3
20180413,1132,AT,1
20180414,1132,AT,1
20180415,1132,AT,7
20180416,1132,AT,5
20180418,1132,AT,2
20180419,1132,AT,10
20180420,1132,AT,3
20180422,1132,AT,1
20180423,1132,AT,3
20180425,1132,AT,1
20180427,1132,AT,2
20180502,1132,AT,4
20180504,1132,AT,1
20180505,1132,AT,2
20180506,1132,AT,1
20180507,1132,AT,1
20180510,1132,AT,2
20180511,1132,AT,4
20180515,1132,AT,2
20180517,1132,AT,3
20180518,1132,AT,2
20180520,1132,AT,1
20180521,1132,AT,2
20180523,1132,AT,2
20180524,1132,AT,1
20180525,1132,AT,2
20180601,1132,AT,3
20180604,1132,AT,3
20180608,1132,AT,1
20180612,1132,AT,2
20180614,1132,AT,1
20180617,1132,AT,1
20180620,1132,AT,1
20180622,1132,AT,2
20180623,1132,AT,1
20180706,1132,AT,1
20180714,1132,AT,5
20180719,1132,AT,1
20180724,1132,AT,3
20180725,1132,AT,1
20180729,1132,AT,1
20180802,1132,AT,1
20180803,1132,AT,3
20180805,1132,AT,2
20180807,1132,AT,1
20180812,1132,AT,1
20180813,1132,AT,1
20180814,1132,AT,1
20180825,1132,AT,1
20180830,1132,AT,3
20180904,1132,AT,2
20180907,1132,AT,1
20180909,1132,AT,1
20180914,1132,AT,1
20180921,1132,AT,1
20180922,1132,AT,2
20180923,1132,AT,1
20180924,1132,AT,1
20180926,1132,AT,2
20181004,1132,AT,1
20181007,1132,AT,2
20181008,1132,AT,1
20181010,1132,AT,1
20181012,1132,AT,1
20181014,1132,AT,1
20181015,1132,AT,1
20181019,1132,AT,1
20181022,1132,AT,1
20181023,1132,AT,1
20181024,1132,AT,2
20181025,1132,AT,3
20181026,1132,AT,3
20181027,1132,AT,1
20181028,1132,AT,1
20181030,1132,AT,4
20181031,1132,AT,1
20181102,1132,AT,1
20181105,1132,AT,2
20181106,1132,AT,1
20181107,1132,AT,4
20181108,1132,AT,5
20181109,1132,AT,3
20181110,1132,AT,5
20181111,1132,AT,5
20181113,1132,AT,4
20181114,1132,AT,3
20181115,1132,AT,2
20181116,1132,AT,2
20181117,1132,AT,1
20181118,1132,AT,4
20181119,1132,AT,2
20181120,1132,AT,1
20181121,1132,AT,2
20181122,1132,AT,2
20181123,1132,AT,7
20181129,1132,AT,1
20181204,1132,AT,1
20181209,1132,AT,1
20181210,1132,AT,2
20181212,1132,AT,3
20181214,1132,AT,1
20181216,1132,AT,1
20181217,1132,AT,1
20181218,1132,AT,1
20181220,1132,AT,1
20181221,1132,AT,1
20181222,1132,AT,2
20181223,1132,AT,1
20181226,1132,AT,2
20181227,1132,AT,1
20181228,1132,AT,1
20181229,1132,AT,1
20181230,1132,AT,2
20181231,1132,AT,1
20190109,1132,AT,3
20190111,1132,AT,1
20190112,1132,AT,3
20190113,1132,AT,1
20190119,1132,AT,2
20190121,1132,AT,1
20190122,1132,AT,2
20190123,1132,AT,1
20190124,1132,AT,1
20190125,1132,AT,1
20190126,1132,AT,1
20190127,1132,AT,2
20190129,1132,AT,1
20190203,1132,AT,1
20190204,1132,AT,1
20190206,1132,AT,1
20190207,1132,AT,2
20190208,1132,AT,1
20190210,1132,AT,5
20190211,1132,AT,2
20190212,1132,AT,3
20190213,1132,AT,2
20170217,3417,AT,1
20170223,3417,AT,1
20170226,3417,AT,1
20170303,3417,AT,2
20170304,3417,AT,1
20170305,3417,AT,1
20170312,3417,AT,1
20170313,3417,AT,2
20170316,3417,AT,2
20170318,3417,AT,1
20170319,3417,AT,1
20170320,3417,AT,1
20170321,3417,AT,2
20170325,3417,AT,2
20170326,3417,AT,2
20170328,3417,AT,1
20170330,3417,AT,1
20170401,3417,AT,3
20170402,3417,AT,1
20170403,3417,AT,5
20170404,3417,AT,4
20170407,3417,AT,1
20170408,3417,AT,2
20170409,3417,AT,1
20170410,3417,AT,4
20170411,3417,AT,6
20170412,3417,AT,2
20170413,3417,AT,1
20170414,3417,AT,1
20170416,3417,AT,2
20170417,3417,AT,2
20170419,3417,AT,2
20170420,3417,AT,1
20170421,3417,AT,1
20170422,3417,AT,3
20170423,3417,AT,3
20170424,3417,AT,1
20170430,3417,AT,1
20170501,3417,AT,2
20170502,3417,AT,1
20170503,3417,AT,1
20170504,3417,AT,2
20170506,3417,AT,2
20170507,3417,AT,1
20170508,3417,AT,3
20170509,3417,AT,2
20170510,3417,AT,1
20170511,3417,AT,1
20170513,3417,AT,1
20170514,3417,AT,2
20170515,3417,AT,1
20170517,3417,AT,4
20170518,3417,AT,3
20170520,3417,AT,3
20170521,3417,AT,4
20170523,3417,AT,3
20170524,3417,AT,1
20170526,3417,AT,2
20170527,3417,AT,2
20170528,3417,AT,1
20170530,3417,AT,1
20170601,3417,AT,2
20170603,3417,AT,3
20170605,3417,AT,1
20170607,3417,AT,1
20170612,3417,AT,1
20170613,3417,AT,1
20170616,3417,AT,1
20170618,3417,AT,2
20170619,3417,AT,2
20170620,3417,AT,1
20170621,3417,AT,1
20170630,3417,AT,2
20170704,3417,AT,1
20170707,3417,AT,3
20170708,3417,AT,1
20170709,3417,AT,3
20170712,3417,AT,1
