Date,Article_ID,Country_Code,Sold_Units
20170117,5984,FI,2
20170119,5984,FI,1
20170120,5984,FI,3
20170122,5984,FI,1
20170123,5984,FI,1
20170126,5984,FI,2
20170130,5984,FI,2
20170201,5984,FI,2
20170202,5984,FI,1
20170203,5984,FI,1
20170207,5984,FI,1
20170208,5984,FI,1
20170210,5984,FI,2
20170211,5984,FI,1
20170215,5984,FI,1
20170216,5984,FI,1
20170220,5984,FI,1
20170301,5984,FI,2
20170302,5984,FI,1
20170304,5984,FI,1
20170305,5984,FI,3
20170306,5984,FI,4
20170307,5984,FI,1
20170308,5984,FI,1
20170310,5984,FI,2
20170312,5984,FI,1
20170313,5984,FI,2
20170314,5984,FI,2
20170315,5984,FI,2
20170316,5984,FI,1
20170317,5984,FI,2
20170318,5984,FI,3
20170320,5984,FI,2
20170321,5984,FI,1
20170323,5984,FI,1
20170325,5984,FI,1
20170326,5984,FI,3
20170328,5984,FI,1
20170329,5984,FI,2
20170330,5984,FI,2
20170331,5984,FI,1
20170401,5984,FI,1
20170402,5984,FI,3
20170403,5984,FI,3
20170407,5984,FI,1
20170409,5984,FI,1
20170413,5984,FI,2
20170414,5984,FI,3
20170420,5984,FI,1
20170422,5984,FI,2
20170423,5984,FI,1
20170424,5984,FI,1
20170430,5984,FI,1
20170504,5984,FI,2
20170509,5984,FI,2
20170510,5984,FI,1
20170512,5984,FI,1
20170522,5984,FI,1
20170524,5984,FI,1
20170531,5984,FI,1
20170624,5984,FI,2
20170701,5984,FI,1
20170702,5984,FI,1
20170703,5984,FI,1
20170712,5984,FI,1
20170713,5984,FI,1
20170724,5984,FI,1
20170726,5984,FI,1
20170730,5984,FI,1
20170804,5984,FI,1
20170805,5984,FI,1
20170807,5984,FI,1
20170813,5984,FI,1
20170817,5984,FI,2
20170819,5984,FI,1
20170821,5984,FI,2
20170826,5984,FI,1
20170828,5984,FI,1
20170901,5984,FI,1
20170902,5984,FI,1
20170903,5984,FI,2
20170904,5984,FI,1
20170905,5984,FI,1
20170907,5984,FI,1
20170908,5984,FI,1
20170909,5984,FI,1
20170910,5984,FI,1
20170914,5984,FI,1
20170917,5984,FI,1
20170922,5984,FI,1
20170923,5984,FI,1
20170924,5984,FI,1
20170926,5984,FI,1
20170928,5984,FI,1
20170929,5984,FI,1
20170930,5984,FI,1
20171002,5984,FI,1
20171006,5984,FI,1
20171012,5984,FI,1
20171017,5984,FI,1
20171023,5984,FI,1
20171031,5984,FI,2
20171104,5984,FI,1
20171105,5984,FI,1
20171111,5984,FI,2
20171112,5984,FI,1
20171113,5984,FI,1
20171114,5984,FI,1
20171116,5984,FI,1
20171119,5984,FI,1
20171122,5984,FI,2
20171123,5984,FI,1
20171124,5984,FI,1
20171126,5984,FI,1
20171204,5984,FI,1
20171207,5984,FI,1
20171217,5984,FI,4
20171218,5984,FI,1
20171226,5984,FI,1
20171229,5984,FI,3
20171230,5984,FI,1
20171231,5984,FI,1
20180102,5984,FI,4
20180103,5984,FI,1
20180105,5984,FI,2
20180106,5984,FI,3
20180110,5984,FI,1
20180112,5984,FI,1
20180114,5984,FI,2
20180116,5984,FI,4
20180117,5984,FI,2
20180118,5984,FI,1
20180123,5984,FI,2
20180127,5984,FI,1
20180129,5984,FI,1
20180131,5984,FI,1
20180206,5984,FI,2
20180207,5984,FI,1
20180209,5984,FI,1
20180210,5984,FI,1
20180213,5984,FI,1
20180220,5984,FI,1
20180223,5984,FI,1
20180224,5984,FI,2
20180225,5984,FI,1
20180228,5984,FI,1
20180310,5984,FI,1
20180319,5984,FI,1
20180321,5984,FI,1
20180322,5984,FI,1
20180324,5984,FI,1
20180325,5984,FI,1
20180409,5984,FI,1
20180410,5984,FI,1
20180411,5984,FI,1
20180412,5984,FI,1
20180414,5984,FI,1
20180415,5984,FI,1
20180417,5984,FI,1
20180418,5984,FI,1
20180422,5984,FI,1
20180503,5984,FI,1
20180506,5984,FI,2
20180508,5984,FI,1
20180509,5984,FI,1
20180511,5984,FI,1
20180514,5984,FI,1
20180515,5984,FI,1
20180516,5984,FI,1
20180520,5984,FI,1
20180529,5984,FI,1
20180531,5984,FI,1
20180602,5984,FI,1
20180603,5984,FI,1
20180613,5984,FI,2
20180615,5984,FI,2
20180616,5984,FI,1
20180617,5984,FI,2
20180626,5984,FI,3
20180628,5984,FI,1
20180702,5984,FI,1
