Date,Article_ID,Country_Code,Sold_Units
20180512,3448,SE,2
20180521,3448,SE,2
20180523,3448,SE,2
20180524,3448,SE,3
20180608,3448,SE,5
20180609,3448,SE,3
20180610,3448,SE,1
20180611,3448,SE,1
20180612,3448,SE,2
20180613,3448,SE,2
20180614,3448,SE,3
20180615,3448,SE,2
20180616,3448,SE,3
20180617,3448,SE,7
20180618,3448,SE,10
20180619,3448,SE,4
20180620,3448,SE,6
20180621,3448,SE,2
20180622,3448,SE,7
20180623,3448,SE,1
20180624,3448,SE,10
20180625,3448,SE,26
20180626,3448,SE,15
20180627,3448,SE,4
20180628,3448,SE,4
20180629,3448,SE,17
20180630,3448,SE,10
20180701,3448,SE,12
20180702,3448,SE,19
20180703,3448,SE,15
20180704,3448,SE,18
20180705,3448,SE,8
20180706,3448,SE,1
20180707,3448,SE,1
20180708,3448,SE,1
20180709,3448,SE,1
20180710,3448,SE,1
20180717,3448,SE,1
20180718,3448,SE,1
20180720,3448,SE,3
20180721,3448,SE,1
20180727,3448,SE,2
20180729,3448,SE,2
20180803,3448,SE,1
20180807,3448,SE,1
20180811,3448,SE,1
20180814,3448,SE,1
20180815,3448,SE,1
20180818,3448,SE,1
20180819,3448,SE,1
20180823,3448,SE,2
20180824,3448,SE,1
20180826,3448,SE,3
20180827,3448,SE,2
20180829,3448,SE,1
20180906,3448,SE,3
20180909,3448,SE,1
20180912,3448,SE,1
20180917,3448,SE,1
20180922,3448,SE,1
20180925,3448,SE,1
20180926,3448,SE,3
20180928,3448,SE,2
20180930,3448,SE,1
20181001,3448,SE,1
20181007,3448,SE,1
20181009,3448,SE,1
20181012,3448,SE,1
20181021,3448,SE,1
20181023,3448,SE,1
20181028,3448,SE,1
20181030,3448,SE,2
20181108,3448,SE,1
20181109,3448,SE,1
20181110,3448,SE,3
20181111,3448,SE,7
20181112,3448,SE,11
20181113,3448,SE,7
20181114,3448,SE,1
20181115,3448,SE,7
20181116,3448,SE,8
20181117,3448,SE,10
20181118,3448,SE,6
20181119,3448,SE,10
20181120,3448,SE,5
20181121,3448,SE,9
20181122,3448,SE,22
20181123,3448,SE,101
20181124,3448,SE,17
20181125,3448,SE,20
20181126,3448,SE,32
20181127,3448,SE,21
20181128,3448,SE,2
20181129,3448,SE,5
20181130,3448,SE,1
20181202,3448,SE,1
20181203,3448,SE,2
20181204,3448,SE,5
20181205,3448,SE,1
20181206,3448,SE,2
20181207,3448,SE,1
20181208,3448,SE,1
20181209,3448,SE,2
20181210,3448,SE,1
20181211,3448,SE,4
20181212,3448,SE,3
20181213,3448,SE,2
20181214,3448,SE,1
20181215,3448,SE,2
20181217,3448,SE,2
20181218,3448,SE,4
20181219,3448,SE,1
20181221,3448,SE,1
