Date,Article_ID,Country_Code,Sold_Units
20171119,1132,FR,4
20171120,1132,FR,2
20171121,1132,FR,6
20171122,1132,FR,1
20171123,1132,FR,1
20171124,1132,FR,3
20171125,1132,FR,1
20171127,1132,FR,5
20171128,1132,FR,3
20171129,1132,FR,1
20171202,1132,FR,1
20171203,1132,FR,3
20171204,1132,FR,2
20171205,1132,FR,1
20171206,1132,FR,1
20171207,1132,FR,1
20171208,1132,FR,2
20171209,1132,FR,2
20171210,1132,FR,2
20171211,1132,FR,2
20171212,1132,FR,1
20171214,1132,FR,4
20171216,1132,FR,3
20171217,1132,FR,2
20171218,1132,FR,2
20171219,1132,FR,1
20171220,1132,FR,2
20171222,1132,FR,1
20171223,1132,FR,1
20171225,1132,FR,1
20171226,1132,FR,1
20171227,1132,FR,1
20171228,1132,FR,4
20171230,1132,FR,3
20171231,1132,FR,1
20180101,1132,FR,5
20180102,1132,FR,2
20180103,1132,FR,3
20180104,1132,FR,1
20180105,1132,FR,2
20180106,1132,FR,1
20180107,1132,FR,1
20180109,1132,FR,1
20180110,1132,FR,4
20180112,1132,FR,3
20180113,1132,FR,8
20180115,1132,FR,1
20180116,1132,FR,1
20180118,1132,FR,2
20180119,1132,FR,1
20180121,1132,FR,1
20180122,1132,FR,1
20180123,1132,FR,3
20180124,1132,FR,1
20180125,1132,FR,4
20180126,1132,FR,1
20180127,1132,FR,3
20180129,1132,FR,2
20180131,1132,FR,2
20180201,1132,FR,1
20180203,1132,FR,3
20180207,1132,FR,4
20180210,1132,FR,1
20180211,1132,FR,2
20180213,1132,FR,1
20180214,1132,FR,1
20180218,1132,FR,4
20180223,1132,FR,1
20180226,1132,FR,3
20180303,1132,FR,1
20180305,1132,FR,1
20180312,1132,FR,1
20180314,1132,FR,1
20180317,1132,FR,2
20180319,1132,FR,1
20180321,1132,FR,2
20180324,1132,FR,1
20180328,1132,FR,1
20180331,1132,FR,1
20180402,1132,FR,1
20180403,1132,FR,1
20180407,1132,FR,2
20180408,1132,FR,4
20180410,1132,FR,2
20180412,1132,FR,2
20180413,1132,FR,5
20180414,1132,FR,1
20180415,1132,FR,1
20180416,1132,FR,3
20180417,1132,FR,3
20180419,1132,FR,3
20180420,1132,FR,1
20180423,1132,FR,1
20180429,1132,FR,1
20180430,1132,FR,2
20180501,1132,FR,3
20180504,1132,FR,2
20180507,1132,FR,3
20180508,1132,FR,3
20180509,1132,FR,2
20180510,1132,FR,2
20180511,1132,FR,1
20180513,1132,FR,1
20180519,1132,FR,1
20180523,1132,FR,2
20180524,1132,FR,1
20180526,1132,FR,1
20180528,1132,FR,1
20180529,1132,FR,2
20180531,1132,FR,1
20180601,1132,FR,2
20180602,1132,FR,2
20180603,1132,FR,2
20180604,1132,FR,1
20180605,1132,FR,1
20180606,1132,FR,3
20180608,1132,FR,2
20180609,1132,FR,3
20180610,1132,FR,1
20180612,1132,FR,1
20180613,1132,FR,1
20180627,1132,FR,1
20180708,1132,FR,1
20180713,1132,FR,2
20180721,1132,FR,1
20180730,1132,FR,1
20180802,1132,FR,1
20180805,1132,FR,1
20180807,1132,FR,1
20180821,1132,FR,1
20180824,1132,FR,1
20180827,1132,FR,1
20180907,1132,FR,1
20180915,1132,FR,1
20180916,1132,FR,1
20180917,1132,FR,1
20180920,1132,FR,1
20180923,1132,FR,1
20180924,1132,FR,3
20180925,1132,FR,1
20180930,1132,FR,3
20181001,1132,FR,2
20181002,1132,FR,1
20181003,1132,FR,1
20181006,1132,FR,1
20181009,1132,FR,1
20181013,1132,FR,1
20181015,1132,FR,1
20181017,1132,FR,2
20181018,1132,FR,3
20181019,1132,FR,3
20181020,1132,FR,4
20181021,1132,FR,2
20181022,1132,FR,1
20181023,1132,FR,1
20181025,1132,FR,1
20181028,1132,FR,1
20181104,1132,FR,1
20181107,1132,FR,2
20181108,1132,FR,2
20181109,1132,FR,2
20181110,1132,FR,3
20181111,1132,FR,1
20181112,1132,FR,1
20181115,1132,FR,1
20181118,1132,FR,1
20181119,1132,FR,1
20181121,1132,FR,1
20181122,1132,FR,1
20181123,1132,FR,4
20181125,1132,FR,1
20181126,1132,FR,3
20181127,1132,FR,2
20181128,1132,FR,1
20181201,1132,FR,1
20181202,1132,FR,1
20181204,1132,FR,2
20181207,1132,FR,2
20181208,1132,FR,3
20181209,1132,FR,1
20181211,1132,FR,2
20181213,1132,FR,1
20181216,1132,FR,3
20181220,1132,FR,1
20181228,1132,FR,2
20181229,1132,FR,1
20190101,1132,FR,1
20190103,1132,FR,2
20190104,1132,FR,1
20190105,1132,FR,1
20190106,1132,FR,1
20190109,1132,FR,22
20190110,1132,FR,5
20190111,1132,FR,1
20190112,1132,FR,7
20190113,1132,FR,7
20190114,1132,FR,7
20190115,1132,FR,3
20190116,1132,FR,1
20190117,1132,FR,2
20190118,1132,FR,7
20190119,1132,FR,7
20190120,1132,FR,6
20190121,1132,FR,6
20190122,1132,FR,2
20190123,1132,FR,8
20190124,1132,FR,3
20190125,1132,FR,2
20190126,1132,FR,3
20190127,1132,FR,3
20190128,1132,FR,2
20190130,1132,FR,3
20190131,1132,FR,7
20190201,1132,FR,6
20190202,1132,FR,4
20190203,1132,FR,3
20190204,1132,FR,6
20190205,1132,FR,1
20190206,1132,FR,2
20190207,1132,FR,3
20190208,1132,FR,2
20190209,1132,FR,3
20190210,1132,FR,1
20190211,1132,FR,3
20190212,1132,FR,3
20190213,1132,FR,1
