Date,Article_ID,Country_Code,Sold_Units
20171022,2902,SE,6
20171023,2902,SE,1
20171025,2902,SE,1
20171027,2902,SE,1
20171105,2902,SE,1
20171109,2902,SE,1
20171113,2902,SE,1
20171114,2902,SE,1
20171121,2902,SE,1
20171123,2902,SE,1
20171126,2902,SE,2
20171130,2902,SE,1
20171203,2902,SE,1
20171204,2902,SE,1
20171205,2902,SE,1
20171210,2902,SE,1
20171212,2902,SE,1
20171213,2902,SE,1
20171215,2902,SE,1
20180104,2902,SE,1
20180105,2902,SE,1
20180107,2902,SE,3
20180108,2902,SE,1
20180110,2902,SE,1
20180114,2902,SE,1
20180116,2902,SE,1
20180119,2902,SE,1
20180121,2902,SE,2
20180124,2902,SE,1
20180127,2902,SE,2
20180129,2902,SE,2
20180130,2902,SE,1
20180131,2902,SE,1
20180202,2902,SE,3
20180203,2902,SE,2
20180205,2902,SE,2
20180206,2902,SE,1
20180208,2902,SE,1
20180211,2902,SE,2
20180212,2902,SE,1
20180214,2902,SE,1
20180215,2902,SE,3
20180217,2902,SE,1
20180219,2902,SE,2
20180220,2902,SE,2
20180221,2902,SE,1
20180222,2902,SE,1
20180225,2902,SE,1
20180228,2902,SE,1
20180304,2902,SE,3
20180305,2902,SE,1
20180307,2902,SE,3
20180308,2902,SE,1
20180311,2902,SE,1
20180312,2902,SE,3
20180313,2902,SE,1
20180314,2902,SE,1
20180318,2902,SE,2
20180319,2902,SE,1
20180320,2902,SE,3
20180321,2902,SE,2
20180323,2902,SE,2
20180325,2902,SE,1
20180329,2902,SE,1
20180330,2902,SE,2
20180401,2902,SE,2
20180402,2902,SE,1
20180403,2902,SE,1
20180404,2902,SE,1
20180405,2902,SE,3
20180409,2902,SE,2
20180411,2902,SE,1
20180414,2902,SE,3
20180415,2902,SE,3
20180416,2902,SE,3
20180417,2902,SE,4
20180418,2902,SE,2
20180419,2902,SE,4
20180421,2902,SE,1
20180422,2902,SE,2
20180423,2902,SE,4
20180424,2902,SE,2
20180425,2902,SE,2
20180426,2902,SE,1
20180428,2902,SE,1
20180430,2902,SE,2
20180501,2902,SE,3
20180505,2902,SE,1
20180506,2902,SE,2
20180507,2902,SE,1
20180508,2902,SE,1
20180509,2902,SE,1
20180511,2902,SE,1
20180522,2902,SE,1
20180523,2902,SE,1
20180601,2902,SE,1
20180602,2902,SE,2
20180606,2902,SE,1
20180608,2902,SE,2
20180610,2902,SE,1
20180614,2902,SE,1
20180619,2902,SE,3
20180623,2902,SE,1
20180626,2902,SE,1
20180629,2902,SE,1
20180705,2902,SE,1
20180707,2902,SE,1
20180717,2902,SE,1
20180725,2902,SE,2
20180730,2902,SE,1
20180807,2902,SE,1
20180812,2902,SE,1
20180814,2902,SE,1
20180818,2902,SE,1
20180824,2902,SE,1
20180903,2902,SE,1
20180907,2902,SE,1
20180915,2902,SE,1
20180917,2902,SE,2
20180924,2902,SE,1
20181013,2902,SE,1
20181020,2902,SE,1
20181022,2902,SE,2
20181023,2902,SE,2
20181024,2902,SE,1
20181027,2902,SE,1
20181029,2902,SE,1
20181104,2902,SE,1
20181107,2902,SE,1
20181110,2902,SE,1
20181111,2902,SE,1
20181113,2902,SE,1
20181114,2902,SE,2
20181115,2902,SE,4
20181116,2902,SE,3
20181118,2902,SE,6
20181119,2902,SE,1
20181122,2902,SE,1
20181123,2902,SE,10
20181124,2902,SE,7
20181125,2902,SE,3
20181126,2902,SE,12
20181127,2902,SE,3
