Date,Article_ID,Country_Code,Sold_Units
20180830,1579,FR,1
20180901,1579,FR,2
20180902,1579,FR,1
20180914,1579,FR,1
20180921,1579,FR,1
20181003,1579,FR,1
20181004,1579,FR,1
20181007,1579,FR,2
20181010,1579,FR,1
20181018,1579,FR,2
20181021,1579,FR,1
20181024,1579,FR,1
20181025,1579,FR,3
20181026,1579,FR,1
20181027,1579,FR,1
20181029,1579,FR,1
20181030,1579,FR,3
20181101,1579,FR,2
20181103,1579,FR,1
20181104,1579,FR,2
20181105,1579,FR,1
20181106,1579,FR,1
20181111,1579,FR,1
20181112,1579,FR,1
20181114,1579,FR,1
20181122,1579,FR,1
20181123,1579,FR,3
20181125,1579,FR,2
20181126,1579,FR,1
20181127,1579,FR,1
20181201,1579,FR,1
20181203,1579,FR,1
20181205,1579,FR,2
20181209,1579,FR,1
20181215,1579,FR,2
20181216,1579,FR,1
20181219,1579,FR,1
20181222,1579,FR,1
20190102,1579,FR,2
20190110,1579,FR,1
20190112,1579,FR,3
20190118,1579,FR,2
20190119,1579,FR,3
20190122,1579,FR,1
20190124,1579,FR,1
20190125,1579,FR,3
20190126,1579,FR,1
20190127,1579,FR,2
20190128,1579,FR,1
20190129,1579,FR,3
20190130,1579,FR,1
20190131,1579,FR,1
20190202,1579,FR,3
20190203,1579,FR,1
20190204,1579,FR,5
20190206,1579,FR,1
20190208,1579,FR,2
20190209,1579,FR,1
20190210,1579,FR,4
20190211,1579,FR,1
20190212,1579,FR,1
20180313,1923,FR,1
20180316,1923,FR,1
20180317,1923,FR,2
20180320,1923,FR,1
20180321,1923,FR,1
20180323,1923,FR,1
20180325,1923,FR,2
20180326,1923,FR,3
20180330,1923,FR,1
20180402,1923,FR,1
20180403,1923,FR,1
20180405,1923,FR,1
20180408,1923,FR,1
20180409,1923,FR,1
20180410,1923,FR,3
20180411,1923,FR,1
20180412,1923,FR,1
20180413,1923,FR,7
20180415,1923,FR,5
20180416,1923,FR,2
20180417,1923,FR,3
20180418,1923,FR,5
20180419,1923,FR,3
20180420,1923,FR,11
20180421,1923,FR,5
20180422,1923,FR,5
20180423,1923,FR,3
20180424,1923,FR,3
20180425,1923,FR,3
20180426,1923,FR,4
20180428,1923,FR,2
20180429,1923,FR,4
20180430,1923,FR,5
20180501,1923,FR,4
20180502,1923,FR,3
20180503,1923,FR,4
20180504,1923,FR,1
20180505,1923,FR,2
20180506,1923,FR,5
20180507,1923,FR,1
20180508,1923,FR,2
20180509,1923,FR,3
20180510,1923,FR,2
20180512,1923,FR,3
20180513,1923,FR,3
20180514,1923,FR,2
20180515,1923,FR,4
20180516,1923,FR,1
20180517,1923,FR,2
20180518,1923,FR,1
20180520,1923,FR,5
20180521,1923,FR,3
20180522,1923,FR,3
20180523,1923,FR,6
20180524,1923,FR,3
20180525,1923,FR,1
20180526,1923,FR,3
20180527,1923,FR,2
20180528,1923,FR,2
20180529,1923,FR,2
20180530,1923,FR,4
20180531,1923,FR,3
20180601,1923,FR,5
20180602,1923,FR,1
20180603,1923,FR,3
20180604,1923,FR,3
20180605,1923,FR,3
20180606,1923,FR,6
20180607,1923,FR,5
20180608,1923,FR,2
20180609,1923,FR,5
20180610,1923,FR,10
20180611,1923,FR,4
20180612,1923,FR,6
20180613,1923,FR,1
20180614,1923,FR,3
20180615,1923,FR,1
20180616,1923,FR,2
20180618,1923,FR,2
20180619,1923,FR,3
20180620,1923,FR,2
20180622,1923,FR,1
20180623,1923,FR,1
20180624,1923,FR,1
20180627,1923,FR,13
20180628,1923,FR,2
20180629,1923,FR,5
20180630,1923,FR,5
20180701,1923,FR,1
20180702,1923,FR,3
20180703,1923,FR,10
20180704,1923,FR,8
20180705,1923,FR,2
20180706,1923,FR,3
20180707,1923,FR,3
20180708,1923,FR,3
20180709,1923,FR,9
20180710,1923,FR,5
20180711,1923,FR,4
20180712,1923,FR,5
