Date,Article_ID,Country_Code,Sold_Units
20170714,3417,AT,2
20170719,3417,AT,1
20170720,3417,AT,1
20170721,3417,AT,1
20170729,3417,AT,1
20170731,3417,AT,1
20170803,3417,AT,2
20170805,3417,AT,1
20170808,3417,AT,1
20170809,3417,AT,1
20170810,3417,AT,1
20170812,3417,AT,1
20170815,3417,AT,1
20170816,3417,AT,2
20170819,3417,AT,3
20170820,3417,AT,1
20170821,3417,AT,3
20170822,3417,AT,3
20170823,3417,AT,2
20170824,3417,AT,3
20170826,3417,AT,2
20170828,3417,AT,1
20170829,3417,AT,1
20170901,3417,AT,1
20170902,3417,AT,1
20170904,3417,AT,2
20170906,3417,AT,1
20170911,3417,AT,2
20170915,3417,AT,1
20170916,3417,AT,1
20170917,3417,AT,1
20170920,3417,AT,2
20170923,3417,AT,1
20170924,3417,AT,4
20170929,3417,AT,4
20171001,3417,AT,3
20171002,3417,AT,2
20171003,3417,AT,3
20171004,3417,AT,1
20171010,3417,AT,1
20171011,3417,AT,1
20171012,3417,AT,1
20171013,3417,AT,4
20171016,3417,AT,2
20171017,3417,AT,3
20171018,3417,AT,2
20171019,3417,AT,1
20171022,3417,AT,1
20171023,3417,AT,2
20171024,3417,AT,1
20171025,3417,AT,1
20171027,3417,AT,4
20171028,3417,AT,2
20171029,3417,AT,2
20171031,3417,AT,1
20171101,3417,AT,1
20171104,3417,AT,2
20171109,3417,AT,1
20171111,3417,AT,2
20171112,3417,AT,1
20171113,3417,AT,2
20171114,3417,AT,1
20171115,3417,AT,3
20171119,3417,AT,1
20171120,3417,AT,2
20171121,3417,AT,4
20171122,3417,AT,1
20171123,3417,AT,1
20171124,3417,AT,1
20171201,3417,AT,1
20171202,3417,AT,1
20171206,3417,AT,3
20171211,3417,AT,2
20171212,3417,AT,1
20171213,3417,AT,2
20171222,3417,AT,2
20171225,3417,AT,1
20171229,3417,AT,1
20180105,3417,AT,1
20180116,3417,AT,1
20180117,3417,AT,1
20180120,3417,AT,1
20180121,3417,AT,2
20180123,3417,AT,1
20180125,3417,AT,1
20180129,3417,AT,1
20180206,3417,AT,1
20180209,3417,AT,1
20180211,3417,AT,1
20180226,3417,AT,1
20180228,3417,AT,2
20180302,3417,AT,1
20180304,3417,AT,1
20180305,3417,AT,1
20180306,3417,AT,2
20180312,3417,AT,3
20180315,3417,AT,1
20180316,3417,AT,1
20180401,3417,AT,1
20180402,3417,AT,2
20180403,3417,AT,1
20180404,3417,AT,1
20180405,3417,AT,2
20180406,3417,AT,1
20180408,3417,AT,2
20180410,3417,AT,1
20180422,3417,AT,1
20180424,3417,AT,1
20180425,3417,AT,2
20180427,3417,AT,2
20180428,3417,AT,1
20180429,3417,AT,3
20180503,3417,AT,2
20180506,3417,AT,1
20180507,3417,AT,1
20180514,3417,AT,1
20180515,3417,AT,2
20180518,3417,AT,1
20180530,3417,AT,1
20180617,3417,AT,1
20180618,3417,AT,2
20180619,3417,AT,2
20180621,3417,AT,1
20180704,3417,AT,1
20180705,3417,AT,1
20180711,3417,AT,2
20180713,3417,AT,1
20180714,3417,AT,2
20180718,3417,AT,1
20180719,3417,AT,2
20180723,3417,AT,1
20180725,3417,AT,1
20180820,3417,AT,1
20180828,3417,AT,1
20180905,3417,AT,2
20180912,3417,AT,1
20180916,3417,AT,1
20180919,3417,AT,1
20180926,3417,AT,1
20181002,3417,AT,1
20181003,3417,AT,3
20181005,3417,AT,1
20181007,3417,AT,1
20181008,3417,AT,1
20181010,3417,AT,2
20181012,3417,AT,1
20181014,3417,AT,1
20181015,3417,AT,2
20181018,3417,AT,2
20181021,3417,AT,1
20181023,3417,AT,3
20181024,3417,AT,1
20181025,3417,AT,1
20181026,3417,AT,2
20181027,3417,AT,2
20181028,3417,AT,2
20181030,3417,AT,1
20181031,3417,AT,2
20181104,3417,AT,1
20181106,3417,AT,2
20181108,3417,AT,2
20181109,3417,AT,1
20181110,3417,AT,2
20181111,3417,AT,1
20181117,3417,AT,2
20181123,3417,AT,1
20181204,3417,AT,2
20181205,3417,AT,2
20181207,3417,AT,1
20181209,3417,AT,1
20181211,3417,AT,1
20181212,3417,AT,1
20181217,3417,AT,1
20190107,3417,AT,1
20190108,3417,AT,1
20190110,3417,AT,1
20190113,3417,AT,1
20190117,3417,AT,1
20190118,3417,AT,3
20190119,3417,AT,2
20190120,3417,AT,1
20190121,3417,AT,1
20190127,3417,AT,8
20190128,3417,AT,2
20190129,3417,AT,3
20190130,3417,AT,1
20190131,3417,AT,1
20190202,3417,AT,1
20190203,3417,AT,5
20190204,3417,AT,1
20190205,3417,AT,7
20190206,3417,AT,3
20190208,3417,AT,2
20190209,3417,AT,2
20190210,3417,AT,2
20190211,3417,AT,2
20190213,3417,AT,3
20170101,3576,AT,1
20170103,3576,AT,1
20170109,3576,AT,1
20170117,3576,AT,1
20170118,3576,AT,1
20170121,3576,AT,1
20170122,3576,AT,1
20170204,3576,AT,1
20170208,3576,AT,1
20170219,3576,AT,1
20170223,3576,AT,1
20170228,3576,AT,1
20170306,3576,AT,1
20170320,3576,AT,1
20170321,3576,AT,1
20170322,3576,AT,1
20170325,3576,AT,1
20170327,3576,AT,1
20170328,3576,AT,1
20170329,3576,AT,2
20170330,3576,AT,1
20170406,3576,AT,2
20170417,3576,AT,2
20170418,3576,AT,1
20170419,3576,AT,1
20170423,3576,AT,1
20170424,3576,AT,1
20170430,3576,AT,1
20170503,3576,AT,1
20170507,3576,AT,2
20170510,3576,AT,1
20170515,3576,AT,1
20170523,3576,AT,1
20170525,3576,AT,1
20170528,3576,AT,1
20170531,3576,AT,1
20170622,3576,AT,1
20170625,3576,AT,1
20170628,3576,AT,3
20170703,3576,AT,1
20170704,3576,AT,4
20170711,3576,AT,1
20170726,3576,AT,1
20170727,3576,AT,1
20170728,3576,AT,2
20170731,3576,AT,1
20170804,3576,AT,2
20170806,3576,AT,2
20170813,3576,AT,1
20170816,3576,AT,1
20170821,3576,AT,1
20170823,3576,AT,3
20170828,3576,AT,4
20170902,3576,AT,1
20170905,3576,AT,3
20170906,3576,AT,2
20170908,3576,AT,1
20170909,3576,AT,2
20170910,3576,AT,1
20170912,3576,AT,1
20170913,3576,AT,2
20170914,3576,AT,1
20170915,3576,AT,1
20170916,3576,AT,2
20170917,3576,AT,8
20170918,3576,AT,2
20170919,3576,AT,2
20170920,3576,AT,3
20170921,3576,AT,4
20170922,3576,AT,1
20170924,3576,AT,2
20170926,3576,AT,1
20170927,3576,AT,1
20170929,3576,AT,3
20171001,3576,AT,2
20171003,3576,AT,2
20171006,3576,AT,1
20171009,3576,AT,1
20171010,3576,AT,1
20171012,3576,AT,1
20171013,3576,AT,1
20171019,3576,AT,1
20171022,3576,AT,1
20171023,3576,AT,1
20171028,3576,AT,2
20171030,3576,AT,2
20171101,3576,AT,1
20171109,3576,AT,1
20171110,3576,AT,1
20171117,3576,AT,1
20171129,3576,AT,1
20171130,3576,AT,1
20171202,3576,AT,2
20171203,3576,AT,13
20171204,3576,AT,1
20171205,3576,AT,1
20171206,3576,AT,1
20171207,3576,AT,1
20171209,3576,AT,1
20171210,3576,AT,2
20171211,3576,AT,2
20171215,3576,AT,2
20171216,3576,AT,1
20171218,3576,AT,1
20171219,3576,AT,3
20171220,3576,AT,1
20171226,3576,AT,1
20171230,3576,AT,1
20180101,3576,AT,2
20180102,3576,AT,2
20180103,3576,AT,1
20180107,3576,AT,1
20180108,3576,AT,2
20180109,3576,AT,2
20180113,3576,AT,1
20180114,3576,AT,1
20180117,3576,AT,1
20180120,3576,AT,2
20180126,3576,AT,1
20180130,3576,AT,2
20180131,3576,AT,2
20180201,3576,AT,2
20180204,3576,AT,1
20180213,3576,AT,1
20180216,3576,AT,1
20180219,3576,AT,2
20180222,3576,AT,1
